"id","fk_author","fk_article"
"2063","335","883"
"2064","565","884"
"2065","370","884"
"2066","369","885"
"2067","762","885"
"2068","502","888"
"2069","422","889"
"2070","580","890"
"2071","378","890"
"2072","854","891"
"2073","856","891"
"2074","429","892"
"2075","718","892"
"2076","855","893"
"2077","857","893"
"2078","359","894"
"2079","366","894"
"2080","380","894"
"2081","366","896"
"2082","380","896"
"2083","385","898"
"2084","340","898"
"2085","422","898"
"2086","858","899"
"2087","586","900"
"2088","829","900"
"2089","859","901"
"2090","860","901"
"2091","861","902"
"2092","436","902"
"2093","449","903"
"2094","436","903"
"2095","862","904"
"2096","380","904"
"2097","366","905"
"2098","380","905"
"2099","366","906"
"2100","380","906"
"2101","366","907"
"2102","419","907"
"2103","380","907"
"2104","340","908"
"2105","863","909"
"2106","864","910"
"2107","865","911"
"2108","866","912"
"2109","380","912"
"2110","850","913"
"2111","665","913"
"2112","862","914"
"2113","380","914"
"2114","340","915"
"2115","867","917"
"2116","868","918"
"2117","861","919"
"2118","436","919"
"2119","869","920"
"2120","870","920"
"2121","871","920"
"2122","359","921"
"2123","380","921"
"2124","303","922"
"2125","598","922"
"2126","872","923"
"2127","873","923"
"2128","340","924"
"2129","340","925"
"2130","874","926"
"2131","875","927"
"2132","715","928"
"2133","716","928"
"2134","334","929"
"2135","601","929"
"2136","805","930"
"2137","877","930"
"2138","449","931"
"2139","436","931"
"2140","876","932"
"2141","878","932"
"2142","340","933"
"2143","879","935"
"2144","506","936"
"2145","601","936"
"2146","379","937"
"2147","380","937"
"2148","886","938"
"2149","887","938"
"2150","880","938"
"2151","881","938"
"2152","882","938"
"2153","883","939"
"2154","380","939"
"2155","565","940"
"2156","370","940"
"2157","385","941"
"2158","884","942"
"2159","885","942"
"2160","335","942"
"2161","888","944"
"2162","366","945"
"2163","380","945"
"2164","506","946"
"2165","335","946"
"2166","586","947"
"2167","877","947"
"2168","757","948"
"2169","758","948"
"2170","894","949"
"2171","895","949"
"2172","580","950"
"2173","378","950"
"2174","891","951"
"2175","378","951"
"2176","896","912"
"2177","897","912"
"2178","898","952"
"2179","616","954"
"2180","901","954"
"2181","899","954"
"2182","601","954"
"2183","687","955"
"2184","686","955"
"2185","845","956"
"2186","380","956"
"2187","902","956"
"2188","303","957"
"2189","505","957"
"2190","750","958"
"2191","842","958"
"2192","900","959"
"2193","736","959"
"2194","641","959"
"2195","380","959"
"2196","366","960"
"2197","380","960"
"2198","908","962"
"2199","903","963"
"2200","904","963"
"2201","491","964"
"2202","601","964"
"2203","886","965"
"2204","887","965"
"2205","905","966"
"2206","906","966"
"2207","907","966"
"2208","340","968"
"2209","303","968"
"2210","370","968"
"2211","422","969"
"2212","340","970"
"2213","341","970"
"2214","750","971"
"2215","762","971"
"2216","580","972"
"2217","378","972"
"2218","880","973"
"2219","881","973"
"2220","882","973"
"2221","861","974"
"2222","436","974"
"2223","586","975"
"2224","877","975"
"2225","909","977"
"2226","694","978"
"2227","380","978"
"2228","715","979"
"2229","716","979"
"2230","910","980"
"2231","784","980"
"2232","911","980"
"2233","385","981"
"2234","378","981"
"2235","912","982"
"2236","913","982"
"2237","914","983"
"2238","366","985"
"2239","380","985"
"2240","915","987"
"2241","340","988"
"2242","586","989"
"2243","877","989"
"2244","916","990"
"2245","917","990"
"2246","551","991"
"2247","809","991"
"2248","565","992"
"2249","370","992"
"2250","303","993"
"2251","505","993"
"2252","366","994"
"2253","827","994"
"2254","919","995"
"2255","920","996"
"2256","828","997"
"2257","823","997"
"2258","859","998"
"2259","860","998"
"2260","379","999"
"2261","380","999"
"2262","921","1000"
"2263","601","1000"
"2264","922","1001"
"2265","923","1001"
"2266","924","1002"
"2267","340","1003"
"2268","378","1003"
"2269","491","1004"
"2270","601","1004"
"2271","925","1004"
"2272","551","1005"
"2273","809","1005"
"2274","850","1006"
"2275","851","1006"
"2276","378","1007"
"2277","580","1007"
"2278","366","1008"
"2279","380","1008"
"2280","366","1009"
"2281","380","1009"
"2282","366","1011"
"2283","380","1011"
"2284","340","1012"
"2285","378","1012"
"2286","340","1013"
"2287","378","1013"
"2288","586","1014"
"2289","877","1014"
"2290","371","1015"
"2291","651","1015"
"2292","859","1016"
"2293","860","1016"
"2294","905","1017"
"2295","906","1017"
"2296","907","1017"
"2297","378","1018"
"2298","580","1018"
"2299","926","1020"
"2300","378","1021"
"2301","920","1021"
"2302","715","1022"
"2303","716","1022"
"2304","303","1023"
"2305","598","1023"
"2306","378","1024"
"2307","385","1024"
"2308","380","1025"
"2309","694","1025"
"2310","927","1026"
"2311","928","1027"
"2312","379","1028"
"2313","380","1028"
"2314","340","1029"
"2315","378","1029"
"2316","359","1030"
"2317","366","1030"
"2318","380","1030"
"2319","506","1031"
"2320","601","1031"
"2321","850","1032"
"2322","851","1032"
"2323","929","1034"
"2324","930","1034"
"2325","303","1038"
"2326","505","1038"
"2327","931","1039"
"2328","340","1040"
"2329","341","1040"
"2330","842","1041"
"2331","932","1041"
"2332","834","1042"
"2333","842","1042"
"2334","933","1042"
"2335","934","1042"
"2336","935","1042"
"2337","936","1042"
"2338","937","1043"
"2339","938","1043"
"2340","370","1044"
"2341","565","1044"
"2342","939","1045"
"2343","940","1045"
"2344","941","1046"
"2345","942","1047"
"2346","916","1048"
"2347","917","1048"
"2348","922","1049"
"2349","923","1049"
"2350","378","1050"
"2351","459","1050"
"2352","943","1051"
"2353","944","1051"
"2354","945","1052"
"2355","946","1052"
"2356","366","1053"
"2357","380","1053"
"2358","335","1054"
"2359","921","1054"
"2360","947","1054"
"2361","948","1055"
"2362","949","1056"
"2363","950","1056"
"2364","340","1057"
"2365","341","1057"
"2366","586","1058"
"2367","807","1058"
"2368","378","1059"
"2369","820","1059"
"2370","436","1060"
"2371","861","1060"
"2372","359","1061"
"2373","366","1061"
"2374","380","1061"
"2375","366","1062"
"2376","380","1062"
"2377","366","1063"
"2378","380","1063"
"2379","951","1064"
"2380","586","1065"
"2381","807","1065"
"2382","378","1066"
"2383","580","1066"
"2384","303","1067"
"2385","657","1067"
"2386","952","1067"
"2387","378","1068"
"2388","953","1068"
"2389","954","1070"
"2390","586","1071"
"2391","807","1071"
"2392","750","1072"
"2393","955","1072"
"2394","506","1073"
"2395","601","1073"
"2396","956","1074"
"2397","957","1074"
"2398","359","1075"
"2399","380","1075"
"2400","958","1076"
"2401","366","1077"
"2402","380","1077"
"2403","959","1079"
"2404","807","1080"
"2405","960","1080"
"2406","750","1081"
"2407","955","1081"
"2408","601","1082"
"2409","961","1082"
"2410","736","1083"
"2411","962","1083"
"2412","378","1084"
"2413","580","1084"
"2414","385","1085"
"2415","963","1088"
"2416","380","1089"
"2417","694","1089"
"2418","379","1090"
"2419","380","1090"
"2420","509","1090"
"2421","750","1091"
"2422","955","1091"
"2423","964","1092"
"2424","965","1092"
"2425","966","1092"
"2426","380","1093"
"2427","565","1093"
"2428","380","1094"
"2429","967","1094"
"2430","968","1095"
"2431","340","1097"
"2432","969","1097"
"2433","340","1098"
"2434","834","1099"
"2435","842","1099"
"2436","933","1099"
"2437","380","1100"
"2438","843","1100"
"2439","378","1101"
"2440","580","1101"
"2441","970","1102"
"2442","971","1102"
"2443","340","1103"
"2444","972","1104"
"2445","973","1105"
"2446","974","1105"
"2447","842","1106"
"2448","975","1106"
"2449","976","1106"
"2450","586","1107"
"2451","807","1107"
"2452","618","1108"
"2453","807","1108"
"2454","369","1109"
"2455","378","1109"
"2456","436","1110"
"2457","861","1110"
"2458","366","1111"
"2459","380","1111"
"2460","366","1112"
"2461","380","1112"
"2462","340","1113"
"2463","340","1114"
"2497","380","1131"
"2464","977","1115"
"2465","978","1116"
"2466","979","1116"
"2467","366","1117"
"2468","359","1117"
"2469","380","1117"
"2470","340","1118"
"2471","378","1118"
"2472","805","1119"
"2473","586","1119"
"2474","877","1119"
"2475","715","1120"
"2476","716","1120"
"2477","594","1121"
"2478","380","1121"
"2479","980","1123"
"2480","981","1124"
"2481","762","1124"
"2482","587","1124"
"2483","973","1125"
"2484","974","1125"
"2485","565","1126"
"2486","380","1126"
"2487","982","1127"
"2488","983","1127"
"2489","414","1128"
"2490","984","1128"
"2491","380","1128"
"2492","580","1129"
"2493","378","1129"
"2494","340","1130"
"2495","378","1130"
"2496","366","1131"
"2498","340","1133"
"2499","378","1133"
"2500","379","1134"
"2501","380","1134"
"2502","730","1135"
"2503","378","1135"
"2504","985","1136"
"2505","601","1136"
"2506","366","1137"
"2507","380","1137"
"2508","986","1138"
"2509","987","1138"
"2510","379","1140"
"2511","380","1140"
"2512","491","1141"
"2513","601","1141"
"2514","925","1142"
"2515","601","1142"
"2516","973","1143"
"2517","974","1143"
"2518","988","1144"
"2519","989","1144"
"2520","380","1144"
"2521","340","1145"
"2522","378","1145"
"2523","565","1146"
"2524","380","1146"
"2525","340","1147"
"2526","378","1147"
"2527","990","1148"
"2528","601","1148"
"2529","956","1149"
"2530","991","1149"
"2531","992","1149"
"2532","525","1150"
"2533","480","1151"
"2534","481","1151"
"2535","482","1151"
"2536","483","1151"
"2537","993","1152"
